1.031753118857314462e+02,3.996320950778899928e-01
2.253138084569198156e+02,8.605714451279329325e-01
1.560858301055460799e+02,6.855951534491240285e-01
1.223735213422670540e+02,5.789267873576292578e-01
1.422901898089291706e+02,2.248149123539492367e-01
1.422965608806352122e+02,2.247956162689621340e-01
1.702313186341824576e+02,1.464668897345595688e-01
1.973319389212325632e+02,7.929409166199481440e-01
1.228913491480405895e+02,5.808920093945670882e-01
1.493470783086104632e+02,6.664580622368363461e-01
1.817912154752055187e+02,1.164675954366419658e-01
2.318107682116198021e+02,8.759278817295954589e-01
1.865233043737618175e+02,7.659541126403374145e-01
1.283213370032366640e+02,2.698712885426209351e-01
1.356535472824056967e+02,2.454599737656805170e-01
1.352596116956183039e+02,2.467236078827470536e-01
1.106560614876034236e+02,3.433937943676301785e-01
1.093660272744081254e+02,5.198051453057902505e-01
1.019144655970779922e+02,4.455560149136926773e-01
1.126756903605758708e+02,3.329833121584335753e-01
1.252105863390931688e+02,5.894823157779035538e-01
1.467230156779310164e+02,2.115950885216334731e-01
1.125277563192998826e+02,3.337157188281745235e-01
1.037238488294181309e+02,3.930894746349533619e-01
1.027568931625132507e+02,4.648559873736287651e-01
1.718274547245997326e+02,7.281407691144109462e-01
1.312913686370164044e+02,2.597390257266878333e-01
1.079754698428653228e+02,5.113875507308892621e-01
1.210794186871864611e+02,5.739316550896339519e-01
1.737760492735804974e+02,1.371603301759981852e-01
1.242693794088234540e+02,5.860358815211507144e-01
1.385143760530105794e+02,2.364192989498332398e-01
1.681274172394895174e+02,1.520412743882236239e-01
2.246972658985470730e+02,8.591084298026666621e-01
2.303589621097410713e+02,8.725056264596474653e-01
1.789751753135072647e+02,7.467178784931689517e-01
1.106010720350618755e+02,3.436910153386965594e-01
1.584889823608216091e+02,1.781376912051071126e-01
1.428848206827896092e+02,6.473864212097255599e-01
1.021104629361585125e+02,4.521219949916810421e-01
1.515444621195096602e+02,1.976305878758230772e-01
1.057916312500820055e+02,4.961415280890161261e-01
1.774917192454797146e+02,1.275108168921747220e-01
2.114717654707337431e+02,8.274563216630256290e-01
1.184540301054393581e+02,3.070239852800135116e-01
1.372499920532491728e+02,6.300178274831855774e-01
1.095798740230850257e+02,3.493688608715287414e-01
1.087306436268581535e+02,5.160544169422486283e-01
1.126650153457823791e+02,5.373682234746237629e-01
1.348993114867766110e+02,2.478835644204216426e-01
2.317003166338627409e+02,8.756677022116469145e-01
1.687837755438430065e+02,7.201062586888916650e-01
2.215396637935025694e+02,8.515991532513512707e-01
2.066862438653025151e+02,8.158618803421190391e-01
1.222146134254017937e+02,5.783199830488681137e-01
2.156436458450536406e+02,8.374993880184934403e-01
1.611641776024893602e+02,1.707940016415356033e-01
1.321769726508430267e+02,2.567862899353161588e-01
1.741510053711253647e+02,1.361818311284304639e-01
1.077803401408220196e+02,3.602642646106114510e-01
1.024404493421761231e+02,4.109418317515856067e-01
1.160962053202012640e+02,3.170792254191167059e-01
1.853511952858661118e+02,7.629900073215435397e-01
1.044815809980793802e+02,3.854026613548714453e-01
1.143980961980230688e+02,3.247476077499046321e-01
1.120231347829267179e+02,5.341568665265987725e-01
1.463340816583932451e+02,2.127393799798101282e-01
1.770522999342077242e+02,7.417575846032317122e-01
1.652837755995903137e+02,1.596405149438166748e-01
2.375935115005146372e+02,8.895095492804138138e-01
1.679141991708872013e+02,7.177958154373259569e-01
1.315204070531944183e+02,2.589725452273379247e-01
1.865361483463421166e+02,1.044176936988819304e-01
1.811779935501509726e+02,7.523691427638673490e-01
1.490112560427012909e+02,6.654858750780936472e-01
1.552316437080068567e+02,6.832057344327898685e-01
1.676213928056426994e+02,7.170162773487566144e-01
1.654345166953692683e+02,1.592357213872722943e-01
1.043376833968846569e+02,3.867725828354181550e-01
1.532801354346071889e+02,1.926952476201037878e-01
1.963377450842970688e+02,7.904827407004748618e-01
1.277782716180695672e+02,5.986385014620463352e-01
1.071072526348442011e+02,3.647184198821193934e-01
1.685770299583670067e+02,1.508466802288189190e-01
1.096821454950280099e+02,3.487858573725297617e-01
1.077986121968416455e+02,3.601466576213976367e-01
1.554026731790264648e+02,6.836849426704512123e-01
1.311067668906147219e+02,6.100459770841705209e-01
2.041859127421415678e+02,8.097701940610612104e-01
1.037655132998883261e+02,4.777719401295594803e-01
1.522301623237421495e+02,1.956753967506413838e-01
1.507836763003872704e+02,6.705958297783960464e-01
1.644898619129919268e+02,7.086280388935179975e-01
1.151323202847517138e+02,5.490217580555970533e-01
1.675303543999566500e+02,7.167737439636487906e-01
1.056506855826349778e+02,4.950364770915126611e-01
1.090887060166316047e+02,5.181862635055952682e-01
1.018481156308612441e+02,4.420328146868397479e-01
1.802798676596462144e+02,1.203353013952761508e-01
1.555477421206293513e+02,1.863131415946435721e-01
